weight,relation,attr_dict
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e5b4f0439efad9100dfdec2facb50faec3e14f41df2a2969b0e089f865838c9e', 'target': 'Domain_9078dd8b2f04fa42ff41b8fc7c1ac78243771bd414a9ee616fc92b26a74461e0'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_e5b4f0439efad9100dfdec2facb50faec3e14f41df2a2969b0e089f865838c9e', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_036e3f4a572b50284dbd55c1a4245f71558232324a32def054b38530588e1367', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_ea8c3762a2c1203a586383bbbd1a63527ed50a22c041c5f2090551bec4ce42ee', 'target': 'Domain_bf4eabca780e0b775ae03037601a43540acccdccde247f5ffa68c0faf458e600'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_41c4c5bce4ac965998f3a0b643200023e4049e16739416c89daeb94dca8f9789', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_41c4c5bce4ac965998f3a0b643200023e4049e16739416c89daeb94dca8f9789', 'target': 'Domain_6d826ed0f5852c018a767a1f750918441121340b71c82cefa5f2aef231ccd757'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_a9d057cf4154398a64eda92188ef698c9de7bec398b1651d80812715075356e0', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_560aa6a98efb016fabd526ecde451cd10c2a60171cf8f88482c6aa3dffeb1dbf', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_560aa6a98efb016fabd526ecde451cd10c2a60171cf8f88482c6aa3dffeb1dbf', 'target': 'Domain_d4f70dcb0575a56a099e7f641374061b5e75df7c2e5f5ed697f9f4484f1b1533'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_a16c8f40aa0574c08adb3543319524a838856b527eebf839b85553733aae5bd1', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_a16c8f40aa0574c08adb3543319524a838856b527eebf839b85553733aae5bd1', 'target': 'Domain_f06444bd5c35ecb5037de5bde89d9d4b70d4d5d673368eb0f485579fdef45b1c'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_fbdc2dd04c964321bc80c08f2f076b0d8d7da3fc2bb088c2f1beae902eafaf0d', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_fbdc2dd04c964321bc80c08f2f076b0d8d7da3fc2bb088c2f1beae902eafaf0d', 'target': 'Domain_3bf5d333ac1ea518cb6b1968dc58186bdba216254ced9126bf8afcd558d37086'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_18501d5cbcc4c02eb1137a3ec07a4bf00b17e51cc478f170e2210480c8d05aba', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_3c55adfe279f75590011e64defe3c7e90fd444307548040a4a2a98b42ebeb108', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_3c55adfe279f75590011e64defe3c7e90fd444307548040a4a2a98b42ebeb108', 'target': 'Domain_b5288139beb0756328c8ff4dda2212b4c832046e73dfb5afe48d281460ca183f'}"
4,r_dns_a,"{'relation': 'r_dns_a', 'source': 'Domain_06b2c2b3fb254fc2774438eabefb1f6454fe36f8afd046ff809b220f4881b77e', 'target': 'IP_be80f8d9f371531e2c6985006ff21d2bd9b60abe5472669788bca40431aaefc0'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_67915bde9c22f51ed7f97edede9f07b79ce3850802b5c3b932e355a2c19b6b5a', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_67915bde9c22f51ed7f97edede9f07b79ce3850802b5c3b932e355a2c19b6b5a', 'target': 'Domain_de8c6db52183f7a47a4cff145e6fa4cde13a4cddea4221795ffdd18c79c8abc0'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_37e9202f3ba2355e9bea291d62f24b83173cd6c72b00fb3985200c41e53a20f9', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_37e9202f3ba2355e9bea291d62f24b83173cd6c72b00fb3985200c41e53a20f9', 'target': 'Domain_28db3f5893e0ff5d6ba276aac728b1391916bed1cf68827e5ae449f5c6cca3a3'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_e16ee2f91bdda04adc809f846d50e8650c67724b0c553c42dd41e14fc97c6b8f', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e16ee2f91bdda04adc809f846d50e8650c67724b0c553c42dd41e14fc97c6b8f', 'target': 'Domain_43bd94895ae762966e67baf346b7e6046b89d8d78edd80834ff6ec36555882c4'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_e16ee2f91bdda04adc809f846d50e8650c67724b0c553c42dd41e14fc97c6b8f', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_18e5b1a53f9590fcb0f8945800f6236f6e5df596c44f79d2fc8b78af4377cd03', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_18e5b1a53f9590fcb0f8945800f6236f6e5df596c44f79d2fc8b78af4377cd03', 'target': 'Domain_4a68f25b0570924ea8433683b02c6c5a9ebe872545b1578931f2461c85b7d610'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_d4f1ef229fdcf0b8427eb9f27e7f83b61ecefbb7820f8ed761b98c6d0d1f68df', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_d4f1ef229fdcf0b8427eb9f27e7f83b61ecefbb7820f8ed761b98c6d0d1f68df', 'target': 'Domain_42c0a985af7a7394b11c1e6b14e4d51899eb6a34a3aaf4873b451535aa59dab9'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b9e39952caa2c2e6022fd7d54af9ae778491dac1bf5cffbd4d0e9bd20beb22f1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_66b46ab89dcae853b049ffb92a3fbeddec3c284bf487c37bb89835cc7fc014d7', 'target': 'Domain_1daf8b0ed529825374a56a91235cb1de64f629df97d2e18c13573f4f319b3b2c'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_789fed3a5b49ddfe691b9b74af3d541826c76317b6385b3b71c6179661594b08', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_789fed3a5b49ddfe691b9b74af3d541826c76317b6385b3b71c6179661594b08', 'target': 'Domain_f1567c92ba32b4a3c063f5aca7de0ec5b60743b0906268be6e2857ae95d9ab01'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_265fcbd4e812ca1d3944f2d16114ef32c2c3e7e9860af365663660417f10fce9', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_573f45022610837ea3c44fc5b3c224c8ba8855431bf32ae4d1123bf5a853fa4f', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_a6832ee86d0a7487a9d47b75224ecb74743a32e461317091b93e0c7b5df4e9ee', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_a6832ee86d0a7487a9d47b75224ecb74743a32e461317091b93e0c7b5df4e9ee', 'target': 'Domain_90b3f09677304503dd75997b5efdfca98906d80de180ab1d47786ba1af0cdfaa'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_0aa0edb854b8ebb3551459d344375cbb0037d1f9f6b77abbdfe1ee5192a9c1bd', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_0aa0edb854b8ebb3551459d344375cbb0037d1f9f6b77abbdfe1ee5192a9c1bd', 'target': 'Domain_6ea6f969c7456605d4ebcdd15b70761d6bfe95d42df5ddb1b6770fd63b2ed0c7'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_9112e4633a996b1301592d5f1fa54c4d1f1bed35885dd9baf7f8590bb7855a9c', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9589223217ee142d135024521c33e2ba40d8c4facb7a88217ab0a94d68a5b641', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_9589223217ee142d135024521c33e2ba40d8c4facb7a88217ab0a94d68a5b641', 'target': 'Domain_1dd80d94da29c045ff04e5a14ebb46fbe0270b5a2c69f0ee329b6270d07620b7'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_9f0588b497ed13a0e399c06c974092b762e3bcaf981c72b72cd5c4bbb355eed9', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_9f0588b497ed13a0e399c06c974092b762e3bcaf981c72b72cd5c4bbb355eed9', 'target': 'Domain_98303f1b6c3332ff76c0d0d5b7da7e7fff1be875fe15a4937417f28292cdbe46'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_6a40429b4efa97e1eed587409348fdbf2d90072e9573efe512cdf2e8f9fba27d', 'target': 'Domain_3ba673ca046cd0a1f4a37638065e959755c9becc81c577fc350582d7c943322c'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_d5b6f33a7211528a70aa086b1e12fbb4ef6072be6a9b78f61ce17d21c1115043', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_5dd21aedc6e70c889f6919e80fced1a355ab789316bc73f1705e5da2dec34c64', 'target': 'Domain_737d66f9f332c2df62d1e43dc4dc8eabba4d76f4b982d94677e1b9553842c21d'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_76516da24a4ce82344916cea428e9fd2031003b7646ee2ad9370d0df77a3f414', 'target': 'Domain_43844afade0bd2f562dd30191a25fe39ef036914304d49a08fc195a5b74e455b'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_54862af073f1dd67f220d57da5964f23acfbebc73b36899af5153edad1ed6350', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_24b23f56753c6ca453dedba287ca1b574d3c456b1830bc5e11152ded63bd746f', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_24b23f56753c6ca453dedba287ca1b574d3c456b1830bc5e11152ded63bd746f', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_73298c99fa283f494bb408c7c77da6bad4817afa1e32aac8c7baa6d13babf68b', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_73298c99fa283f494bb408c7c77da6bad4817afa1e32aac8c7baa6d13babf68b', 'target': 'Domain_eca136cb651ee1dd39bc3c00bbb2c97549bfc11f04ab50a652657b6eddf4e65b'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_f451c09efec566cc84879817c7aab11d1bb09cc4014367a22441779ba7a60d26', 'target': 'Domain_0111931a0fcf23c58d61676b72afb38c1e1025bdb82259363f6143dd47ede3b7'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_836688b632e1fd74802734125a1efd2bd1c6b505a864be9d0bf7affdccaf5ee8', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_ae02495a6f41de19947614588779f06ff5024be944e27d886723cb02decf3b79', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_ae02495a6f41de19947614588779f06ff5024be944e27d886723cb02decf3b79', 'target': 'Domain_e3650d2c878d75560288bbc08ebdaab0aa3b1b47aa1e6bf7139918f32aecb01e'}"
4,r_dns_a,"{'relation': 'r_dns_a', 'source': 'Domain_4b8705de4f710016de964a92db6525325a0b1b339da04a2b61546ad52964c8bb', 'target': 'IP_be80f8d9f371531e2c6985006ff21d2bd9b60abe5472669788bca40431aaefc0'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_56fa199e251d1b30c9789c8264767210031515b11d59b22c4c7ef53f4a7843e7', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_56fa199e251d1b30c9789c8264767210031515b11d59b22c4c7ef53f4a7843e7', 'target': 'Domain_dffc66637d23c38ffbeaf78bd8b0b2610121aabf1aa5935f1fbf15e998421a81'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_56fa199e251d1b30c9789c8264767210031515b11d59b22c4c7ef53f4a7843e7', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_b0beb07d1f8eb3c280c3323f13d4f7d0b1e2d36fe9a989b3d57e952d9cb1f9cd', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b0beb07d1f8eb3c280c3323f13d4f7d0b1e2d36fe9a989b3d57e952d9cb1f9cd', 'target': 'Domain_9bdba594dd65aeb7cd3063f91c666d7115240fbb5cbc6e91fcb799add8686d31'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b0beb07d1f8eb3c280c3323f13d4f7d0b1e2d36fe9a989b3d57e952d9cb1f9cd', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_91724176f5bf0bae3bae9d5450b97d56f2f609069b0d506e4d09b416336283aa', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_91724176f5bf0bae3bae9d5450b97d56f2f609069b0d506e4d09b416336283aa', 'target': 'Domain_27270f6ec986531e199d7aef25a581cd1e2d1fdf5ce6f884b497216120cf7f2b'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_91724176f5bf0bae3bae9d5450b97d56f2f609069b0d506e4d09b416336283aa', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_316c3bcd780628aed4eb480ec698d4f4af2a6c4b2410dbc4eb450026b0328a2e', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_8beb0f1933e57cbf4566c5fa7aab0d2fd31580c4c3d56314932d8555724aed11', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_8beb0f1933e57cbf4566c5fa7aab0d2fd31580c4c3d56314932d8555724aed11', 'target': 'Domain_15773493ae7469115ce4cd19ad037712ac2fe251342a758d29db33a53f12e9c5'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_f49682678b46c02027f81e5c690305997ec6d7f6a35940128fb3a03915665758', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_f49682678b46c02027f81e5c690305997ec6d7f6a35940128fb3a03915665758', 'target': 'Domain_5cb8fa18f867494911abad46707e9a51e502853ce7d661880a8515a286a6a903'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b330f9e3db5082dd71d3d69c7f64b82ecf27e3a4a2b230fc76bb8b1ccdf74a48', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_b330f9e3db5082dd71d3d69c7f64b82ecf27e3a4a2b230fc76bb8b1ccdf74a48', 'target': 'Domain_99b78460a06b4d863fd6ea6298d231d578b50c41ad973eedb739a7f2c0bef060'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_96b8b1ae3e9af4991c0c788afaf2f1542ba8897755a9bb3ddbd66a95604653ae', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_f1d8c913ed90d1893536d73662f50016ea2e71e9bb4b62491dc1c63b86e080ba', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_5520c0a074f20881c6827a18caffcabf5e491e0a36d72c8be61b10f13d1f9bbf', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_5520c0a074f20881c6827a18caffcabf5e491e0a36d72c8be61b10f13d1f9bbf', 'target': 'Domain_d747b649b93c45f80645ff7655c7e25c0b637351efbac982f23241934e545c8c'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_9605a334012881984f52ec8349830cb64d681a601503ba16e0600b71ed352a69', 'target': 'Domain_9b2cbb09af999a98c8d7b815ea3b77cd05153bd50f06a512d9d6c10b0a0a5f77'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_5d205c1d99a1a7b25e36045c0a86708a35e79f4c49736a3773d8b6275853ed23', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_5d205c1d99a1a7b25e36045c0a86708a35e79f4c49736a3773d8b6275853ed23', 'target': 'Domain_d4e634765901e712370f8b3141a783d26a58703d670b44a432e7044835a55bb1'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_d5735b5587ed7c341528c43f23d930f9a9b86e3fc00d50c06b1b94a5d61d1c9e', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_d5735b5587ed7c341528c43f23d930f9a9b86e3fc00d50c06b1b94a5d61d1c9e', 'target': 'Domain_13a3d8b80a3e4fa45d6eab9fcfd71e9e0a5f3dedc529c138f1a583092032cc14'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_095aab795ef5c17fbd194d4fdcea25f8b94e743e60fe418757aac2c311553de1', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_095aab795ef5c17fbd194d4fdcea25f8b94e743e60fe418757aac2c311553de1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_3ac861c0a9f403190284972a521cea1e7aaa05f67e0e04cac96dbf040c40a15a', 'target': 'Domain_7f547ba1c89334265764f93198a611fea6377faf4faffb9badb5b005d1884793'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_dd4f6245ca3310d1c1d39015ca7978a01129fe35ac01a0962aa998e15e76f7ff', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_44ad4ec7197ee3e132f9c24ad0cab2febecf5d26472a728e3a3055f119e65f32', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_44ad4ec7197ee3e132f9c24ad0cab2febecf5d26472a728e3a3055f119e65f32', 'target': 'Domain_f1fc1bb68164f164899106ca12d022713fe6c6eda01d5c2fd0248609419a5fea'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_015c026a2df98bfef6a3aec7955d3740e2535f97e3e0075eb3deb6e9dbabbb89', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_015c026a2df98bfef6a3aec7955d3740e2535f97e3e0075eb3deb6e9dbabbb89', 'target': 'Domain_33531434ed935061f8ce3884ed31777204f21c90d54cf3a23ce2295477bb5be4'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_c2dc5c33ca93c93cb3cac14939a3ecc257e0d8f2ad6e5bda14fd00d7f0bee1d1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_c2dc5c33ca93c93cb3cac14939a3ecc257e0d8f2ad6e5bda14fd00d7f0bee1d1', 'target': 'Domain_1011e09bd20ae1eed2abe6a7a4e62d4de75a389a3ef54c8fa3faf7aa656596c6'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_b8c5b93449bbcf05fc6758b5c15e2e6b4aa87e2ce5b925fdd8eb5d5cc88b02e2', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_e78d0e3c49f1d91aeb098bd2a3d3e7a08634a0fd297f3c590cf8c4aa933d4993', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_8636529185b6ac17ee9a0a9d1e0a25d150d7afc3b5d560bf92b5b3bc081be8c1', 'target': 'Domain_07f3d562df1111962a9fc88cf31163b7afca6746eab50165e378ba58dd1b01ae'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_e336f9771fe4f2e700700dfac4b953943b461e3da63f50cdf83d16e5ea36bfa1', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_e336f9771fe4f2e700700dfac4b953943b461e3da63f50cdf83d16e5ea36bfa1', 'target': 'Domain_37712df0a88545f558f77e066d36ef3694838f638c9f2eaed457800c7be6a6c2'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_75e25dbf08f38ea6f47e2c56135599f8bbb4b8365685bc16e556a77e6ab80132', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_61f338013a08b303e2dc3b45f3d906ee7f7637ae799e126a67993f01c1a6ce8b', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_61f338013a08b303e2dc3b45f3d906ee7f7637ae799e126a67993f01c1a6ce8b', 'target': 'Domain_de5b38556d494491054b1f657c6bd6e5758f920a9ca065209726fdd6f37d4234'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_3ba673ca046cd0a1f4a37638065e959755c9becc81c577fc350582d7c943322c', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_3ba673ca046cd0a1f4a37638065e959755c9becc81c577fc350582d7c943322c', 'target': 'Domain_6a40429b4efa97e1eed587409348fdbf2d90072e9573efe512cdf2e8f9fba27d'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_3ba673ca046cd0a1f4a37638065e959755c9becc81c577fc350582d7c943322c', 'target': 'Domain_e7598fb15300000e1147723bef445220ce154fb8aff4a84424e36cc321a339c4'}"
4,r_subdomain,"{'relation': 'r_subdomain', 'source': 'Domain_49d249f3622b81e17ce4c1252ac3299149c79406c6cc29ea7fefcbcb682d7179', 'target': 'Domain_8243f958d5b15f09819ccdac94ff1ef9e712c564a54903532c7477f183dd3ef1'}"
4,r_cert,"{'relation': 'r_cert', 'source': 'Domain_17192631046c49d3a06549fb562f88cc60aaa1c69cc59f2d6684d2c996a45efd', 'target': 'Cert_87646b0f3e6fe83ef4e8b49f90848f9e0a5f635c15ff10f98132cf1637e961ff'}"
2,r_cname,"{'relation': 'r_cname', 'source': 'Domain_d943c57945cfe67f40652311f982a13db6bc6591a5ffdd29906b2fec3dc8487b', 'target': 'Domain_649de7fe565b7626972a62113bfcbe999d20e178d89d9c4f4b3fdf0de69d6aee'}"
